N,P,K,temperature,humidity,ph,rainfall,label
29,39,20,27.632499,44.226263,5.426445,103.396082,mango
23,19,22,34.176576,49.209506,5.835583,86.242213,mango
17,17,34,30.127692,40.044586,5.312718,93.650224,mango
19,27,37,27.687702,44.445411,6.176602,75.709076,mango
27,21,27,28.995581,53.67753,6.026613,99.303943,mango
26,27,36,27.198385,49.263298,6.249708,80.933373,mango
16,27,34,31.807313,55.112541,5.135538,105.043823,mango
20,26,29,28.423414,40.665539,4.850262,105.461799,mango
22,23,29,30.837335,49.287693,5.697907,92.205065,mango
18,29,31,32.768434,48.122438,7.1494,100.170207,mango
33,25,34,29.155966,55.279243,6.333104,94.26321,mango
22,33,32,29.963793,53.863814,5.422777,97.935267,mango
21,26,27,27.893267,53.711261,5.912256,86.821925,mango
27,22,29,29.723286,58.20705,6.063793,100.979941,mango
19,19,40,35.648047,48.659564,5.015806,82.870518,mango
26,26,31,32.055866,57.175404,6.384813,81.360559,mango
13,21,34,29.970539,45.278969,5.616288,95.024573,mango
19,20,33,29.276624,45.095611,5.65466,94.310054,mango
26,30,31,30.414733,54.263733,5.711892,98.178414,mango
29,18,31,30.760102,42.976296,6.27227,90.80394,mango
17,34,34,29.661861,53.363828,5.322409,111.085533,mango
17,28,34,31.560118,51.006566,4.846515,97.28484,mango
24,27,31,28.593105,55.859264,5.861478,97.863054,mango
18,22,27,28.583225,50.20278,4.678171,97.577871,mango
20,31,32,31.240391,50.780245,5.549448,104.023279,mango
25,27,30,28.162716,53.046325,6.293437,100.608139,mango
18,24,28,31.958035,47.186752,5.989547,99.536143,mango
11,28,43,30.471439,46.968968,6.221178,101.887873,mango
14,19,22,26.844182,52.872147,6.010176,81.403083,mango
21,19,35,30.718998,50.353561,6.905167,81.705219,mango
12,21,26,27.129707,48.46343,5.40588,95.39153,mango
20,29,31,31.886724,50.08608,5.899066,94.418609,mango
14,27,43,30.002571,58.472798,5.48094,100.638479,mango
29,32,25,34.202168,48.284908,6.178401,96.160135,mango
32,22,26,32.642626,48.139902,5.669213,100.654919,mango
16,30,30,28.378615,41.962779,6.559422,86.035238,mango
20,23,36,31.09667,41.566789,7.965552,20.0,grapes
15,29,39,30.973699,48.110386,8.114744,20.0,grapes
22,32,28,31.789059,43.337997,7.460988,23.649702,grapes
12,29,34,30.280464,37.759163,7.650664,20.0,grapes
21,28,39,32.294563,50.296068,7.710534,22.965677,grapes
14,22,35,30.094696,42.593714,7.998679,23.126849,grapes
18,28,42,32.161671,44.260881,7.667972,31.548419,grapes
24,33,27,30.648748,49.92272,7.692567,25.712669,grapes
21,23,27,31.618707,44.574774,7.447002,30.147148,grapes
13,27,39,32.60454,44.50999,7.920852,26.508374,grapes
17,26,39,34.304038,41.315481,7.75965,22.321664,grapes
14,25,34,30.921999,40.095499,7.636489,25.668584,grapes
13,29,37,31.849683,44.500841,7.735122,28.647132,grapes
20,30,39,31.276241,46.088429,8.081749,30.967007,grapes
22,30,31,31.13013,45.916576,7.548778,24.33845,grapes
22,24,31,31.285027,43.556217,7.589585,20.0,grapes
22,21,36,32.824066,45.060773,8.113063,20.0,grapes
20,29,40,31.511944,39.48837,7.818944,23.367937,grapes
19,26,29,34.249313,46.380501,7.967439,20.0,grapes
16,35,34,32.415979,45.484218,7.900438,33.975522,grapes
18,36,34,30.989989,50.920983,7.791166,27.984666,grapes
15,36,37,31.633295,45.022439,7.712925,21.821665,grapes
17,24,35,31.198153,42.171992,8.00789,20.0,grapes
20,30,32,32.800069,44.847831,8.090584,30.140595,grapes
20,31,41,30.36122,44.016601,8.071047,20.0,grapes
32,31,32,30.659049,46.304124,7.503632,20.0,grapes
15,27,34,31.408454,45.080676,8.126228,21.17027,grapes
19,33,27,32.682947,41.22016,7.710516,25.570437,grapes
14,28,31,33.23306,40.09277,7.611243,28.103987,grapes
18,29,38,33.380542,45.788725,7.757668,30.963361,grapes
19,22,37,32.529802,49.149344,8.007782,30.224856,grapes
23,31,38,31.91711,45.238044,7.935116,25.003869,grapes
18,27,38,32.794626,47.439892,7.736153,30.10261,grapes
19,30,45,30.855499,48.038427,8.009416,21.645002,grapes
18,29,31,30.155343,45.800376,7.834965,20.0,grapes
14,29,27,32.436638,42.556526,7.656757,21.644345,grapes
17,28,30,30.994322,45.585924,7.622991,20.968697,grapes
18,31,31,31.934693,48.621219,7.902559,21.840065,grapes
20,27,30,32.119627,46.589672,7.779371,20.203126,grapes
22,22,35,32.24812,47.244736,7.456124,22.694452,grapes
19,30,41,32.937792,43.612361,8.01179,28.100086,grapes
19,25,43,32.832075,44.392939,7.679931,33.576286,grapes
13,23,38,32.195,44.643818,8.19803,20.0,grapes
22,24,46,31.557985,44.845986,7.449253,20.0,grapes
17,29,33,32.107762,48.503875,7.754823,21.042769,grapes
23,28,27,31.40379,37.958479,7.625006,28.828709,grapes
25,19,40,31.803571,45.091615,7.556144,23.975263,grapes
19,26,26,34.618173,44.761511,7.678302,21.379454,grapes
16,33,31,32.18219,40.885497,8.242642,28.583665,grapes
20,26,38,32.450245,47.015302,7.835843,29.781951,grapes
21,27,34,31.294519,42.826499,7.602073,24.9062,grapes
19,32,34,33.020073,43.928902,7.342843,20.918904,grapes
18,31,29,32.760272,50.546346,7.369659,26.351398,grapes
22,32,35,32.767353,48.029921,7.665884,23.833659,grapes
22,17,40,32.214891,46.723461,7.641578,23.794934,grapes
19,35,35,33.03419,46.142331,7.743987,22.437999,grapes
13,31,31,33.271685,44.50596,7.231954,29.624916,grapes
22,38,29,32.283099,50.998132,7.77708,26.249401,grapes
17,25,31,31.885388,47.406503,8.056932,30.178504,grapes
21,21,37,32.894571,42.75135,8.20571,31.681631,grapes
21,28,37,31.095875,40.799693,7.326388,27.294904,grapes
12,27,31,31.28204,46.700514,7.599652,22.467614,grapes
20,31,24,31.9467,44.832393,7.586442,30.201631,grapes
22,32,37,30.258643,40.713185,7.83643,27.328324,grapes
23,28,31,32.827595,46.285758,7.495057,38.016839,grapes
20,27,38,31.037086,44.192919,8.220566,26.550514,grapes
12,30,31,31.528509,46.591995,7.810881,28.48844,grapes
25,27,30,31.78672,46.325221,7.769213,26.452119,grapes
22,27,36,32.039287,43.175208,8.198178,24.504507,grapes
15,32,47,31.656347,46.898534,7.795988,23.706042,grapes
17,33,39,31.932629,43.506285,7.900076,26.471219,grapes
21,32,36,31.940372,43.701354,7.6123,27.605879,grapes
23,27,37,31.552969,43.403186,7.457374,30.771939,grapes
18,19,26,31.226806,48.392923,7.64741,26.544253,grapes
23,27,29,33.081474,44.158283,8.346744,22.685554,grapes
13,25,22,29.895594,49.11733,7.958255,23.36573,grapes
16,27,44,31.794285,50.350455,7.868634,20.0,grapes
12,25,43,31.531101,42.783843,7.555907,33.306069,grapes
16,28,37,32.418791,36.237014,8.027813,22.294132,grapes
26,24,36,30.545707,48.133529,7.460577,29.837202,grapes
28,23,27,31.500215,43.974084,7.408236,26.382754,grapes
21,33,34,31.89764,42.401441,7.660278,26.518659,grapes
17,24,44,33.070074,43.233846,8.288623,24.412761,grapes
19,28,36,32.332185,43.755559,8.274474,21.061006,grapes
22,32,32,30.816512,48.891579,7.687191,20.157323,grapes
14,32,26,31.512523,45.479734,7.63145,33.642327,grapes
18,31,42,32.886051,48.850796,7.389909,25.569805,grapes
26,29,35,30.799225,46.48266,7.819508,30.626339,grapes
16,31,26,31.921356,44.072308,7.840503,31.924535,grapes
17,33,30,31.99088,43.828928,7.997389,22.945765,grapes
20,30,29,31.614217,46.684826,8.027677,27.117529,grapes
21,21,34,34.695752,47.461277,7.750645,25.225054,grapes
17,26,36,31.587269,47.990378,7.939007,20.0,grapes
20,31,32,32.449765,44.215384,7.62484,24.0726,grapes
22,25,39,31.233699,45.525618,7.934261,27.937533,grapes
28,34,35,32.527748,46.752121,7.673192,22.504854,grapes
19,28,40,32.870788,43.848105,7.914865,23.375784,grapes
20,28,33,31.412036,41.59518,7.894625,24.133166,grapes
26,32,50,31.945298,42.581187,7.817201,35.557647,grapes
18,27,32,31.10472,44.276894,7.998635,20.0,grapes
103,10,48,25.026652,84.592564,6.52527,57.317219,watermelon
99,6,47,24.444433,86.776102,6.310365,48.810123,watermelon
97,8,47,24.482154,83.399271,6.581244,45.015447,watermelon
99,7,53,24.436773,85.000178,6.70145,50.143027,watermelon
103,8,53,24.526197,86.417467,6.565079,54.68463,watermelon
104,10,48,23.735555,83.351068,6.235646,56.575502,watermelon
101,10,44,24.74127,87.190828,6.360932,54.984686,watermelon
105,11,48,24.640793,85.145767,6.363228,49.030596,watermelon
106,9,52,24.242203,84.669755,6.247267,56.294898,watermelon
104,8,50,25.155046,80.983704,6.594062,60.08698,watermelon
97,7,51,25.239889,84.252775,6.625434,57.041283,watermelon
102,5,48,24.443353,85.743185,6.793855,49.743896,watermelon
102,11,53,24.855866,88.49069,6.242713,43.32921,watermelon
96,7,51,27.158624,86.135778,6.326756,43.139461,watermelon
92,9,52,27.120433,87.252432,6.966371,44.550259,watermelon
90,9,50,23.94591,82.581791,6.450651,52.056602,watermelon
100,6,52,24.085552,84.746355,6.509039,54.15843,watermelon
101,6,51,23.940597,87.441493,6.447469,38.683741,watermelon
94,11,47,26.057054,83.224533,6.839909,45.968039,watermelon
105,9,51,24.601471,86.930445,6.851543,51.946284,watermelon
101,7,52,25.239674,86.466636,6.833962,42.802561,watermelon
107,8,53,26.996967,85.549447,6.50797,53.471233,watermelon
102,10,51,24.989535,84.342595,6.238269,47.540574,watermelon
95,10,47,25.706249,83.02741,7.077564,44.212638,watermelon
102,5,48,25.520421,88.550759,6.756893,50.425643,watermelon
103,11,49,24.411783,86.263725,6.363002,53.138243,watermelon
97,10,51,26.059162,85.681232,6.927146,43.211769,watermelon
93,8,50,24.150299,84.174301,6.339317,48.059101,watermelon
101,6,47,26.33988,85.075743,6.923211,53.741427,watermelon
95,10,47,24.412549,85.329435,6.943485,43.903279,watermelon
106,9,44,24.522032,85.799751,6.223555,36.737945,watermelon
98,5,41,23.911512,86.468681,6.674527,37.707409,watermelon
109,8,50,24.075741,83.435057,6.734657,46.655593,watermelon
89,14,57,24.573236,82.066806,7.284473,39.452654,watermelon
101,8,55,22.568651,85.168562,6.27731,47.218225,watermelon
107,7,47,24.766668,81.505565,6.929763,63.319543,watermelon
96,6,50,24.492026,84.352678,6.505204,38.971213,watermelon
99,12,46,25.790011,83.98162,6.127591,47.739161,watermelon
98,10,46,25.422981,85.983496,6.464004,67.058436,watermelon
97,11,46,24.292363,88.965194,6.500739,53.265041,watermelon
101,8,49,24.541449,81.110819,6.182333,47.058214,watermelon
94,11,49,24.765382,89.54837,6.593652,48.744939,watermelon
99,6,51,26.485957,84.53385,6.787343,53.4349,watermelon
103,8,52,24.177695,85.695617,6.57146,63.566175,watermelon
99,9,49,24.280239,82.170336,6.337447,45.753171,watermelon
95,11,50,23.871416,86.993743,6.455458,43.939118,watermelon
105,9,47,23.517961,85.082945,6.498637,38.96953,watermelon
104,7,46,25.307004,84.877065,6.565196,50.824768,watermelon
95,8,46,25.202903,81.12523,6.832949,38.754501,watermelon
94,5,52,26.282762,85.147594,6.581582,46.289739,watermelon
95,3,49,26.041409,86.691657,6.079191,42.730532,watermelon
103,10,44,27.397117,84.527443,6.331304,58.592988,watermelon
101,7,50,24.926127,87.348399,6.549806,45.932829,watermelon
104,7,46,24.73947,87.26579,6.837237,53.175443,watermelon
98,10,55,23.699774,83.717809,6.889354,37.167264,watermelon
95,11,48,25.696578,88.190228,7.032406,51.052056,watermelon
105,9,52,25.118534,85.09059,6.539184,40.374718,watermelon
97,12,53,25.651266,85.099491,6.728993,46.594812,watermelon
101,9,47,23.860876,85.197962,6.063662,67.689621,watermelon
92,9,50,25.351604,85.138632,6.628964,57.457395,watermelon
97,8,52,25.2052,79.739733,6.177421,48.972699,watermelon
105,5,50,25.139035,84.628987,6.481238,75.591535,watermelon
96,10,51,24.316734,82.272107,7.408952,42.678602,watermelon
104,3,46,26.189325,88.252671,6.591066,59.321731,watermelon
88,7,52,27.050308,88.172166,6.240856,37.738604,watermelon
97,8,49,23.889656,86.703877,6.622337,48.048618,watermelon
99,6,51,25.720444,84.523065,6.344877,39.217682,watermelon
109,7,53,22.12215,82.98397,6.211777,52.058207,watermelon
94,12,52,25.66861,83.684838,7.130942,50.447762,watermelon
103,10,51,23.129845,88.885284,6.820044,47.538682,watermelon
105,7,52,24.475033,83.615605,6.603661,58.736456,watermelon
96,7,52,23.686975,80.288809,6.382453,45.463208,watermelon
98,5,54,24.784389,87.060331,6.406763,52.614814,watermelon
101,9,50,25.838794,88.001006,6.962745,56.56444,watermelon
93,8,50,23.142687,88.318431,6.591973,38.13423,watermelon
98,4,53,24.64052,87.076696,5.575158,44.012685,watermelon
106,8,49,24.486631,87.403039,7.226282,50.430888,watermelon
103,9,46,26.581049,85.105868,6.554919,55.041227,watermelon
99,10,51,25.431761,80.847409,6.603011,61.369902,watermelon
101,8,49,23.822783,85.055762,6.826008,48.272962,watermelon
103,7,46,24.528706,86.243146,6.639621,47.468232,watermelon
104,12,52,26.556104,84.72946,6.724073,43.019232,watermelon
97,8,54,25.714365,84.638328,6.372883,52.639873,watermelon
108,9,45,24.081767,83.071764,6.131061,47.623059,watermelon
107,7,53,24.732929,82.996523,6.58407,47.807742,watermelon
103,9,42,24.764891,88.676297,6.929484,49.248892,watermelon
96,5,49,24.462018,88.748693,6.305659,54.413024,watermelon
95,7,56,23.289788,84.994706,6.281593,45.490156,watermelon
98,6,49,24.322378,85.563047,6.866306,43.822735,watermelon
100,7,50,26.389199,83.038284,6.362826,53.453793,watermelon
91,11,52,24.618856,86.28515,6.376832,25.794201,watermelon
102,7,45,24.896746,88.519298,6.388057,45.170575,watermelon
106,9,50,25.140526,81.941538,6.480506,40.789524,watermelon
103,11,50,27.218141,85.927767,6.027909,59.626066,watermelon
97,8,56,25.008875,86.078044,6.338198,46.472538,watermelon
96,10,46,26.093945,86.055213,6.56911,45.514271,watermelon
101,9,49,24.40182,88.285635,6.566971,49.61102,watermelon
99,8,47,24.740601,89.072036,6.847398,45.237021,watermelon
102,10,47,25.012553,84.533033,7.051818,46.778815,watermelon
103,12,53,24.225867,86.346347,6.953745,50.776883,watermelon
98,10,47,35.113529,90.151287,8.050935,24.901805,muskmelon
98,11,53,35.726339,89.976894,8.605191,20.0,muskmelon
95,9,50,34.853291,88.311425,7.925035,21.73661,muskmelon
94,3,49,33.76949,88.993904,8.371598,23.51782,muskmelon
100,6,51,35.566948,89.069361,8.331057,26.240933,muskmelon
102,9,50,34.941867,87.892093,7.805247,25.046684,muskmelon
93,7,45,37.763375,89.243685,7.992305,26.051847,muskmelon
104,7,47,36.182673,88.37804,8.034327,20.0,muskmelon
104,6,53,34.106777,90.866513,8.341146,28.326089,muskmelon
105,10,50,36.09359,90.991457,8.108241,25.017079,muskmelon
101,9,45,35.461799,88.059541,8.178603,37.763545,muskmelon
103,9,51,36.964139,89.555052,7.835588,23.061828,muskmelon
111,7,48,34.213319,92.78409,8.781478,26.617292,muskmelon
98,8,47,35.283014,88.528856,8.217799,39.146096,muskmelon
95,5,47,34.85136,90.639957,8.32475,25.970458,muskmelon
92,8,53,35.087719,90.158283,8.064844,24.661847,muskmelon
109,3,44,33.672202,91.639331,8.036843,20.065391,muskmelon
109,5,47,35.863868,90.4432,8.678171,32.641332,muskmelon
95,7,50,35.626946,89.353057,7.72082,20.0,muskmelon
96,13,55,36.927835,90.100146,8.269662,27.135605,muskmelon
98,4,52,34.984961,90.122055,7.897124,22.632223,muskmelon
106,6,47,34.382241,89.862457,8.09875,24.053319,muskmelon
94,8,55,36.183942,88.021333,8.040476,20.0,muskmelon
90,12,46,33.808693,91.864633,7.953506,31.715636,muskmelon
111,8,51,36.627477,91.59965,8.20886,23.611013,muskmelon
102,9,51,36.624263,88.433716,7.557993,20.0,muskmelon
102,7,47,36.885918,89.548912,8.121128,31.263453,muskmelon
99,7,52,35.564934,89.662371,8.177428,22.479316,muskmelon
102,8,48,34.270255,88.265222,7.860181,26.673036,muskmelon
92,7,52,35.163782,87.199806,8.578305,29.207082,muskmelon
96,9,44,35.570103,88.994111,8.051385,27.370172,muskmelon
101,5,51,34.159788,89.465396,8.140629,20.0,muskmelon
89,10,49,36.999674,87.83815,8.051945,28.476784,muskmelon
98,8,53,35.870126,90.265467,8.179608,24.496931,muskmelon
98,8,50,33.661666,91.744284,8.527036,23.354857,muskmelon
98,5,54,37.824311,91.263174,8.818254,24.454625,muskmelon
97,6,52,35.146084,89.809972,8.38641,20.0,muskmelon
95,10,50,33.358845,87.239382,8.471998,25.960855,muskmelon
91,8,52,33.754619,91.073554,8.629107,20.0,muskmelon
101,9,52,37.231675,90.219588,8.262218,23.570801,muskmelon
98,6,51,37.737477,90.636527,8.592563,25.781322,muskmelon
93,8,43,36.514228,92.904154,8.3981,30.370185,muskmelon
100,5,47,36.978963,88.762783,8.235997,20.901934,muskmelon
99,8,54,36.824923,85.687776,8.287585,32.257937,muskmelon
98,9,46,35.835374,88.419818,7.744646,29.734266,muskmelon
89,9,53,35.493563,90.729068,8.27303,22.852951,muskmelon
103,6,52,35.809795,90.040389,7.814063,20.0,muskmelon
94,7,48,36.104023,88.176546,7.793683,20.0,muskmelon
100,9,44,33.887603,87.870424,8.24822,26.358769,muskmelon
96,8,48,36.097938,89.468086,7.92148,21.313579,muskmelon
98,7,56,37.187925,88.130858,8.198222,30.996784,muskmelon
106,12,47,34.690441,90.78095,8.234609,21.602381,muskmelon
103,6,48,34.530128,89.38286,8.245762,20.496645,muskmelon
106,10,47,35.714819,89.059323,7.97397,26.168132,muskmelon
102,6,54,34.025514,88.862585,8.424671,21.569766,muskmelon
102,9,49,33.024772,90.394684,8.177691,25.04275,muskmelon
91,9,48,36.721579,90.063914,8.310269,29.929947,muskmelon
98,7,54,34.323573,90.302936,7.90089,25.586147,muskmelon
99,6,52,35.027673,90.270194,8.155418,25.604822,muskmelon
106,4,47,34.084812,89.891707,8.474324,26.025734,muskmelon
97,7,46,36.915132,88.450304,8.442544,20.0,muskmelon
101,9,53,36.279764,88.90443,8.000677,26.959189,muskmelon
101,6,50,34.638891,89.407988,8.06361,25.799658,muskmelon
106,8,45,33.230154,93.097793,7.952828,29.464487,muskmelon
99,5,45,34.479605,87.976746,8.035897,28.029054,muskmelon
104,8,47,35.855229,89.371535,7.850233,23.990257,muskmelon
91,6,46,35.282954,90.147401,8.165456,30.161964,muskmelon
92,8,44,35.163647,89.545001,8.358285,23.536847,muskmelon
89,7,47,35.317548,91.610954,8.003737,26.235786,muskmelon
104,6,47,36.138194,89.537253,8.177348,23.444253,muskmelon
103,7,49,34.937211,89.648188,8.144875,27.308789,muskmelon
104,6,55,35.67502,91.221943,8.46378,23.117551,muskmelon
97,5,49,33.519621,92.716067,8.047102,33.237758,muskmelon
97,10,49,38.830776,92.111248,8.056196,35.086814,muskmelon
99,7,52,34.574211,89.795019,7.988495,29.369691,muskmelon
107,4,49,35.30539,89.925729,7.915623,32.706483,muskmelon
108,7,51,35.849698,90.070079,8.332296,20.0,muskmelon
104,10,51,34.383814,90.220499,8.166222,20.0,muskmelon
102,6,50,35.011737,88.728978,8.213702,23.392197,muskmelon
107,11,58,34.993513,91.404891,8.51866,25.206155,muskmelon
99,6,53,33.628943,90.309914,8.53302,24.008963,muskmelon
98,9,47,35.657884,89.932716,7.788441,20.0,muskmelon
99,10,51,32.526167,88.093282,8.361959,30.757959,muskmelon
95,9,48,37.629063,90.093429,8.256412,35.770991,muskmelon
99,5,51,36.189456,87.160182,8.084602,31.404938,muskmelon
94,6,46,35.958684,89.127526,8.281921,30.427616,muskmelon
105,10,47,32.395037,89.155353,7.768404,26.130598,muskmelon
103,6,51,33.811207,90.430493,8.565661,20.785013,muskmelon
107,10,53,37.084018,92.819775,8.328736,25.36264,muskmelon
92,7,52,41.226862,90.857861,7.983701,35.52794,muskmelon
110,8,53,36.792039,92.172603,8.053647,23.240059,muskmelon
92,5,51,36.555415,90.967818,7.774213,22.725214,muskmelon
94,7,51,35.787461,91.68758,8.121511,30.536518,muskmelon
97,6,48,33.728754,92.785691,8.079317,30.86843,muskmelon
107,8,52,36.492761,88.902245,7.868722,20.760491,muskmelon
101,8,53,33.348189,88.804343,8.394176,23.692577,muskmelon
99,9,50,33.184122,91.003216,8.519199,22.490473,muskmelon
96,7,50,33.089706,89.994482,8.19316,25.348447,muskmelon
93,6,55,36.463584,90.330531,8.123588,30.518433,muskmelon
106,8,50,34.913879,89.627,8.308746,20.979862,muskmelon
25,132,200,22.59947,92.199736,6.271917,120.192748,apple
21,134,200,22.643577,95.288006,6.103072,113.459406,apple
30,128,195,24.398998,91.35422,5.413349,121.724062,apple
22,127,201,20.804997,94.408115,6.082405,117.64262,apple
21,135,200,22.319117,92.200255,5.933526,112.52367,apple
23,130,202,23.888117,94.541298,5.870652,107.976596,apple
20,127,195,22.358229,90.162533,5.89319,109.10989,apple
14,139,200,22.428658,92.276978,5.961366,101.235916,apple
20,131,205,21.766741,91.40947,5.692434,110.863369,apple
20,140,205,21.667395,92.209209,5.845295,114.16799,apple
15,134,205,20.774146,93.833564,6.255182,126.723369,apple
21,135,195,21.970785,92.568214,5.688828,117.226563,apple
13,133,202,21.610645,93.830574,5.591034,106.081168,apple
20,121,198,22.718039,90.994668,5.881488,101.485054,apple
22,128,201,21.812332,90.765748,5.56083,111.347583,apple
21,133,197,22.120409,92.024158,5.383165,119.494116,apple
19,136,193,22.147795,91.942022,5.79666,111.235069,apple
21,125,199,22.551835,91.721211,6.334587,117.335873,apple
18,134,203,22.071478,90.562052,5.888419,111.550996,apple
21,128,201,21.538214,93.797977,5.953573,118.736003,apple
21,135,202,22.685766,91.455744,5.260955,100.221936,apple
17,134,201,23.667483,94.139117,6.031438,125.833457,apple
22,138,202,22.728466,92.019115,5.92801,104.100132,apple
22,139,202,21.99018,92.972643,5.700526,119.349859,apple
20,136,199,22.476854,92.836564,5.954015,110.822528,apple
31,138,200,20.549367,90.763588,5.951036,112.073377,apple
20,132,205,22.460597,92.550804,5.582154,111.071185,apple
20,145,201,22.199646,94.892499,5.999556,115.044837,apple
19,128,200,21.66654,92.377418,6.259141,116.660196,apple
17,131,200,21.847902,93.351915,5.831618,121.466892,apple
24,139,199,22.189765,93.039908,5.639722,124.263591,apple
18,138,198,23.592458,92.460574,5.846726,115.654572,apple
19,136,201,23.69206,92.279718,6.156384,126.709394,apple
19,137,198,21.671875,92.820973,5.532104,113.74378,apple
17,124,199,22.081923,93.144924,6.073567,121.619523,apple
14,142,197,22.10741,89.971754,5.696596,116.429757,apple
19,133,200,23.409546,92.370954,5.972619,108.606363,apple
24,140,202,22.745507,91.723883,5.730701,114.449873,apple
22,124,199,22.69279,91.41271,5.729895,117.025375,apple
27,135,192,23.136263,93.943947,6.356928,112.742415,apple
24,131,202,22.003587,90.900281,5.477274,116.302852,apple
23,137,200,23.963887,89.907846,6.04561,119.922904,apple
29,136,196,22.598255,93.193574,6.419397,112.813015,apple
21,136,203,21.744088,89.869409,6.105657,89.448899,apple
21,129,194,22.37036,89.108085,5.500671,126.426161,apple
21,134,204,23.831928,93.362402,5.515526,110.619269,apple
27,133,200,22.174858,92.238083,5.674512,106.413758,apple
21,136,191,23.549558,92.709079,5.947372,104.007118,apple
18,139,201,21.974654,91.336359,5.967783,110.308433,apple
23,135,198,21.834336,89.923391,5.518491,108.498017,apple
18,128,198,23.259597,90.221319,5.638173,107.103924,apple
23,135,197,21.726027,91.591717,5.656555,107.54299,apple
23,145,199,23.42254,90.091396,5.845776,117.237943,apple
20,142,198,22.951626,92.460579,6.495409,129.242908,apple
23,119,193,21.726406,91.306313,5.620044,119.564573,apple
15,134,205,22.528557,92.277554,5.606913,121.980785,apple
22,139,199,22.051226,92.232722,5.560058,109.98072,apple
19,133,197,22.948977,92.580199,6.090663,113.837323,apple
32,132,195,24.487798,92.749224,5.887598,116.411859,apple
22,133,203,22.229295,91.484149,5.631132,107.723537,apple
19,137,195,23.133776,92.275954,5.791161,109.594159,apple
15,128,201,22.624441,92.354012,5.662547,119.836416,apple
26,140,198,22.624058,88.356665,5.988767,121.722342,apple
20,134,198,22.434795,92.969789,6.705313,113.539282,apple
18,129,196,21.742583,92.224913,6.065259,103.438743,apple
22,140,198,22.93514,92.846073,5.872103,110.635264,apple
24,126,200,22.311258,90.069735,5.700507,101.469351,apple
24,131,201,21.6952,91.52634,5.49698,113.601619,apple
21,131,197,23.614173,90.362706,6.120107,115.043225,apple
22,145,200,22.69901,93.116902,6.103806,110.834317,apple
22,131,204,22.371901,89.892325,5.76017,114.93369,apple
22,123,193,23.940057,90.607018,6.264,116.33521,apple
23,131,200,20.763918,92.801471,5.906332,115.054896,apple
25,136,196,23.872821,91.055938,6.132428,103.387758,apple
21,138,196,21.719812,90.607414,5.988859,110.973885,apple
18,145,201,22.811533,93.360079,5.846859,116.278744,apple
20,141,198,22.011936,93.421568,5.613535,125.629694,apple
24,135,195,21.676999,93.083107,5.856339,110.824594,apple
14,130,205,23.913887,93.273065,6.152615,117.406722,apple
14,142,204,24.456217,91.652631,5.747559,120.025215,apple
25,132,192,22.378774,91.693111,6.031922,111.426978,apple
27,131,194,22.935475,91.027878,5.575179,122.187262,apple
16,132,202,22.656991,92.251594,6.134018,122.617391,apple
21,128,199,24.330507,91.208153,5.993882,124.043078,apple
19,132,205,20.48685,91.350401,5.539367,116.667457,apple
20,133,202,22.977123,92.899851,5.832796,131.881098,apple
22,138,201,21.872874,93.776809,6.179432,108.077735,apple
16,132,196,20.244036,92.59739,5.52229,129.992621,apple
17,128,202,22.23947,94.691474,5.578715,119.146396,apple
20,126,195,24.448049,90.941727,5.879151,123.723099,apple
20,135,205,21.943951,89.243038,6.539999,110.439698,apple
16,134,202,23.390766,93.071942,5.698227,119.755798,apple
24,131,197,23.798672,90.84225,6.048582,124.415793,apple
19,132,203,22.587303,91.589462,5.978041,104.301131,apple
19,136,205,22.720456,89.345305,5.723144,111.69339,apple
22,141,199,20.883702,90.651185,5.94834,95.869978,apple
20,130,202,21.883836,89.746659,5.76565,111.573336,apple
24,134,198,23.507008,91.348545,5.792659,106.471934,apple
17,139,200,22.660679,91.408173,5.401618,111.257858,apple
15,130,194,22.967341,92.134941,5.892669,136.389147,apple
27,20,14,21.864873,93.584826,7.052506,99.612415,orange
14,19,14,21.617104,92.250112,6.359441,104.727478,orange
22,16,8,24.024393,93.753413,6.934132,108.921333,orange
23,17,10,18.958528,90.873337,7.008575,109.23599,orange
19,13,8,25.64856,93.770755,7.164261,110.968857,orange
21,22,6,22.771059,94.031619,7.48804,120.260851,orange
21,24,8,23.720035,93.354993,7.055696,121.994036,orange
15,17,14,23.950156,92.26834,6.727131,128.0437,orange
16,26,13,21.083882,93.426647,6.454576,99.000741,orange
21,13,7,20.671283,90.211991,7.206103,105.152929,orange
20,11,9,20.435461,92.396725,6.739274,117.587881,orange
17,13,12,22.005864,92.601021,7.260051,108.36775,orange
17,15,8,23.898409,89.340969,7.419226,118.886292,orange
20,25,10,21.332476,92.949169,6.536778,113.656907,orange
24,15,11,23.715863,89.502363,7.166168,124.633634,orange
20,13,11,17.764158,91.144163,7.387787,120.341729,orange
26,12,11,21.728866,92.079522,7.305712,120.488133,orange
17,21,8,24.834275,90.538527,6.371086,108.705027,orange
21,20,8,22.158057,92.165108,6.743904,111.220313,orange
19,14,7,20.841713,92.133114,6.615946,109.557972,orange
22,8,5,21.186314,90.359637,7.157042,99.952863,orange
17,11,10,16.443955,93.135949,7.123998,123.774154,orange
28,23,12,20.476396,90.471687,6.190632,117.963098,orange
13,19,6,24.614483,96.575949,6.909751,109.239783,orange
27,16,11,21.334794,91.781042,7.240216,122.43674,orange
20,23,12,21.570911,89.657412,7.044393,106.957059,orange
